OID,Asset_Group,Is_Connected,Install_Year,Diameter,Material,Avg_Kam_Avg,Max_Kam_Max,Min_Kam_Min,Avg_Kam_Count,Avg_Kam_NaN_Count,Max_Avg_gpm,Line_Length,Dist_to_Storage,Dist_to_Hydrant,Dist_to_PV,Dist_to_SV,Leak_Y_N
5875,2,1,0,2,83,0,0,0,0,0,0,46,3190,28,2686,352,0
10854,1,1,0,10,0,5,801,0,51,0,1,319,3190,9,2462,305,0
6744,1,1,1948,14,0,0,0,0,0,0,0,85,2891,106,2764,52,0
9356,2,1,1971,0.75,0,0,0,0,0,0,0,3,2955,106,2764,52,0
1811,2,1,1971,6,0,0,0,0,0,0,0,25,486,19,4833,52,0
2083,1,1,1951,6,0,0,0,0,0,0,0,62,911,75,4176,17,0
10461,2,1,1971,0.75,0,0,0,0,0,0,0,3,2953,107,2766,51,0
2515,1,1,1914,6,0,0,0,0,0,0,0,52,1281,16,4433,0,0
7245,2,1,1987,0.75,0,0,0,0,0,0,0,5,2711,33,2630,69,0
10589,1,1,1953,36,83,0,0,0,0,0,0,49,3470,764,2036,9,0
541,2,1,1958,0.75,0,0,0,0,0,0,0,25,2314,107,3407,92,0
8299,1,1,2002,12,0,0,0,0,0,0,0,3,6171,116,498,0,0
7187,1,1,1948,14,0,0,0,0,0,0,0,3,2923,148,2821,0,0
8938,2,1,1987,0.75,0,31,1111,7,153,0,1,7,2712,33,2631,69,0
4384,1,1,2002,6,0,0,0,0,0,0,0,3,6172,114,500,0,0
11816,1,1,2002,12,0,0,0,0,0,0,0,3,6172,116,500,0,0
5299,1,1,1971,6,0,0,0,0,0,0,0,26,498,41,4847,52,0
812,1,1,1948,6,0,0,0,0,0,0,0,10,2916,150,2824,3,0
5306,1,1,2002,6,0,0,0,0,0,0,0,113,6174,7,502,0,0
1662,1,1,1972,20,83,0,0,0,0,0,0,45,424,78,4844,11,0
5313,1,1,1971,6,0,0,0,0,0,0,0,11,460,78,4880,0,0
10693,1,1,1972,6,0,0,0,0,0,0,0,32,687,89,4896,23,0
9303,2,0,1951,0.75,0,0,0,0,0,0,0,13,1067,41,4182,141,0
6327,1,1,1951,6,0,0,0,0,0,0,0,31,1081,13,4182,151,0
497,1,1,0,6,0,0,0,0,0,0,0,6,646,80,4725,0,0
1957,1,1,1975,12,83,0,0,0,0,0,0,51,6817,159,1333,216,0
4616,2,1,1951,6,0,0,0,0,0,0,0,8,1108,6,4182,183,0
11676,1,1,1951,6,0,0,0,0,0,0,0,16,1111,13,4182,183,0
1773,1,1,1918,10,0,0,0,0,0,0,0,21,2297,74,3435,99,0
5731,1,1,2002,12,0,0,0,0,0,0,0,151,6174,117,501,0,0
6435,2,1,1951,0.75,0,0,0,0,0,0,0,13,1122,16,4182,199,0
11677,1,1,1951,6,0,0,0,0,0,0,0,190,1126,21,4182,199,0
11172,1,1,1987,12,0,0,0,0,0,0,0,46,2712,33,2586,23,0
1999,1,1,1908,6,0,0,0,0,0,0,0,58,2273,5,3374,12,0
9259,2,1,0,0.75,84,0,0,0,0,0,0,3,981,196,4902,158,0
5245,1,1,1969,10,0,0,0,0,0,0,0,69,3495,12,2157,16,0
4168,1,1,2004,20,88,0,0,0,0,0,0,36,2949,43,2390,0,0
7314,2,1,2003,6,0,0,0,0,0,0,0,2,6262,0,593,113,0
8681,1,0,0,20,0,0,0,0,0,0,0,36,2951,48,2390,0,0
8574,2,1,0,6,0,0,0,0,0,0,0,2,1311,0,4163,385,0
131,2,1,0,6,0,0,0,0,0,0,0,2,1312,2,4163,387,0
3322,1,1,2002,4,0,0,0,0,0,0,0,120,6351,353,739,18,0
11016,2,1,2003,0,94,0,0,0,0,0,0,14,6343,361,727,18,0
616,1,1,1958,20,0,0,0,0,0,0,0,267,646,67,4713,6,0
2206,1,1,1970,2,83,0,0,0,0,0,0,24,553,116,4211,128,0
11445,2,1,1970,0.75,0,7,22,6,153,0,0,13,568,139,4209,151,0
482,2,1,2003,6,0,0,0,0,0,0,0,5,6263,2,594,113,0
4792,2,1,1958,0.75,0,0,0,0,0,0,0,23,2330,101,3387,69,0
717,2,1,0,0,0,0,0,0,0,0,0,3,2953,47,2422,3,0
986,2,1,0,0,0,0,0,0,0,0,0,22,2950,35,2419,4,0
11960,1,1,0,8,0,0,0,0,0,0,0,2,2950,35,2417,21,0
1069,2,1,0,1.5,107,0,0,0,0,0,0,46,3232,63,2659,354,0
7496,1,1,1953,36,0,0,0,0,0,0,1,57,1746,323,0,0,0
2880,2,1,0,0,0,0,0,0,0,0,0,22,2952,37,2417,6,0
6044,2,1,0,0,0,0,0,0,0,0,0,6,2955,48,2420,5,0
12011,2,1,1951,6,0,0,0,0,0,0,0,6,1106,0,4190,183,0
8472,2,1,2002,0.75,0,0,0,0,0,0,0,2,3242,166,2123,150,0
10349,1,1,1971,6,0,0,0,0,0,0,0,52,467,44,4858,0,0
11961,1,1,0,8,0,0,0,0,0,0,0,46,2952,37,2372,0,0
5011,2,1,2002,0.75,0,0,0,0,0,0,0,15,3242,168,2123,150,0
11003,2,1,1909,6,0,0,0,0,0,0,0,29,1488,478,4672,738,0
110,2,1,0,1,84,0,0,0,0,0,0,3,3056,57,2642,320,0
8033,1,1,1987,10,0,0,0,0,0,0,0,38,2720,41,2587,22,0
6998,2,1,0,1,84,0,0,0,0,0,0,3,3056,58,2642,320,0
2242,2,1,1972,6,0,0,0,0,0,0,0,7,971,0,4901,188,0
536,1,1,1909,10,0,0,0,0,0,0,0,9,1480,469,4696,735,0
6449,2,1,0,1,84,0,0,0,0,0,0,31,3030,57,2645,318,0
2829,1,1,2002,6,0,0,0,0,0,0,0,45,6266,7,596,113,0
10779,2,1,2002,1,0,0,0,0,0,0,0,3,3240,168,2125,148,0
9914,2,1,0,1,84,0,0,0,0,0,0,31,3030,58,2644,318,0
53,2,1,1958,0.75,0,0,0,0,0,0,0,19,2314,92,3435,115,0
1774,1,1,1918,10,0,0,0,0,0,0,0,18,2314,92,3417,97,0
11822,2,1,2002,1,0,0,0,0,0,0,0,12,3241,171,2125,148,0
4131,2,0,1951,0.75,0,0,0,0,0,0,0,4,1066,41,4195,143,0
3481,2,1,1972,0.75,0,0,0,0,0,0,0,12,975,192,4894,167,0
2379,1,1,1971,6,0,0,0,0,0,0,0,185,751,119,4767,77,0
908,2,1,0,0.75,84,0,0,0,0,0,0,4,856,65,5006,151,0
4441,1,1,0,8,0,0,0,0,0,0,0,2,3242,182,2125,148,0
1789,2,1,2003,2,0,0,0,0,0,0,0,4,6305,53,640,166,0
928,2,1,1952,6,0,0,0,0,0,0,0,7,369,4,4374,9,0
4801,1,1,1952,6,0,0,0,0,0,0,0,9,366,10,4377,0,0
6970,2,1,1951,0.75,0,0,0,0,0,0,0,5,1120,16,4195,200,0
8275,2,1,1972,0.75,0,0,0,0,0,0,0,12,973,191,4894,169,0
8976,2,1,2004,8,88,0,0,0,0,0,0,25,3238,171,2128,145,0
4750,2,1,1970,0.75,0,0,0,0,0,0,0,5,702,192,4156,186,0
2749,1,1,2002,6,0,0,0,0,0,0,0,9,6300,45,633,158,0
5074,1,1,2002,6,0,0,0,0,0,0,0,4,6300,45,633,158,0
4440,1,1,0,8,0,0,0,0,0,0,0,14,3228,178,2127,133,0
9007,2,1,1970,0.75,0,0,0,0,0,0,0,15,703,189,4158,178,0
3783,2,1,1970,0.75,0,0,0,0,0,0,0,3,578,139,4208,152,0
2262,2,1,0,0.75,84,0,0,0,0,0,0,21,856,65,5010,149,0
6015,2,1,0,1,84,0,0,0,0,0,0,4,2986,185,2615,179,0
6477,1,1,1970,2,83,0,0,0,0,0,0,2,710,189,4162,178,0
5298,2,1,1958,0.75,0,0,0,0,0,0,0,8,2327,111,3412,92,0
2748,1,1,2002,6,0,0,0,0,0,0,0,1,6307,53,641,166,0
2747,1,1,2002,6,0,0,0,0,0,0,0,133,6308,54,642,167,0
9440,2,1,2003,2,0,0,0,0,0,0,0,4,6308,54,642,166,0
5784,2,1,1952,6,0,0,0,0,0,0,0,4,375,0,4374,11,0
3207,2,1,1972,6,0,0,0,0,0,0,0,7,974,7,4896,183,0
6476,1,1,1970,2,83,0,0,0,0,0,0,24,697,166,4164,154,0
3882,1,1,1958,20,83,0,0,0,0,0,0,14,1219,60,4561,27,0
8480,1,1,1909,10,0,0,0,0,0,0,0,17,1488,478,4699,738,0
5982,2,1,2004,8,88,0,0,0,0,0,0,2,3242,192,2131,146,0
9867,1,1,2004,20,88,0,0,0,0,0,0,78,3165,116,2132,70,0
5364,1,1,2002,4,0,0,0,0,0,0,0,2,6254,208,598,0,0
1775,1,1,1918,10,0,0,0,0,0,0,0,4,2329,110,3414,93,0
10443,2,1,1958,0.75,0,0,0,0,0,0,0,19,2329,110,3417,97,0
2205,1,1,1970,2,83,0,0,0,0,0,0,20,540,96,4234,108,0
5732,1,1,2002,12,0,0,0,0,0,0,0,3,6254,206,597,2,0
9629,1,1,2002,12,0,0,0,0,0,0,0,3,6256,208,599,2,0
9630,1,1,2002,12,0,0,0,0,0,0,0,90,6258,211,601,0,0
3942,1,1,1952,6,0,0,0,0,0,0,0,13,359,13,4385,0,0
4024,2,1,1970,0.75,0,0,0,0,0,0,0,7,474,80,4300,83,0
1776,1,1,1918,10,0,0,0,0,0,0,0,24,2332,107,3390,69,0
6710,1,1,1950,6,83,0,0,0,0,0,0,27,1224,35,4538,0,0
8688,1,1,1958,20,83,0,0,0,0,0,0,18,1207,60,4561,27,0
7859,2,1,0,0.75,0,0,0,0,0,0,0,13,375,6,4373,9,0
10687,1,1,0,6,0,0,0,0,0,0,0,1,3030,65,2674,318,0
622,1,1,1972,6,0,0,0,0,0,0,0,13,964,14,4887,175,0
623,1,1,1972,6,0,0,0,0,0,0,0,100,935,19,4787,77,0
10686,1,1,0,6,0,0,0,0,0,0,0,66,2996,66,2662,252,0
8466,1,1,1972,6,0,0,0,0,0,0,0,37,976,14,4896,183,0
1363,2,1,1950,6,83,0,0,0,0,0,0,2,1242,0,4519,33,0
2470,2,1,1972,6,83,0,0,0,0,0,0,11,558,10,4663,58,0
6639,1,1,1972,20,83,0,0,0,0,0,0,129,560,20,4669,58,0
8465,1,1,1972,6,0,0,0,0,0,0,0,5,1011,39,4920,207,0
11888,2,1,1950,6,83,0,0,0,0,0,0,5,1243,2,4516,32,0
9403,2,1,1958,0.75,0,0,0,0,0,0,0,10,2345,104,3389,69,0
1639,1,1,1950,6,83,0,0,0,0,0,0,32,1237,7,4516,0,0
2006,2,1,2002,0.75,0,0,0,0,0,0,0,26,3228,178,2141,133,0
4439,1,1,0,8,0,0,0,0,0,0,0,69,3160,110,2141,65,0
445,2,1,1970,0.75,0,24,161,6,149,4,0,48,478,56,4294,68,0
10694,1,1,1972,6,0,0,0,0,0,0,0,23,703,87,4928,0,0
12019,1,1,0,6,0,0,0,0,0,0,0,133,976,42,4786,74,0
4028,1,1,1953,10,0,0,0,0,0,0,0,23,3520,749,2089,0,0
4517,1,1,1953,10,83,0,0,0,0,0,0,8,3515,764,2083,4,0
11955,1,1,1953,36,83,0,0,0,0,0,0,62,3515,758,2062,8,0
10031,2,1,0,0.75,84,0,0,0,0,0,0,2,859,72,5009,149,0
9224,1,1,1952,6,0,0,0,0,0,0,0,10,359,23,4396,0,0
7419,2,1,0,1,84,0,0,0,0,0,0,30,2996,123,2633,252,0
9776,2,1,1972,0,0,0,0,0,0,0,0,8,550,8,4661,71,0
9777,2,1,1972,0,0,0,0,0,0,0,0,21,548,8,4640,71,0
5428,1,1,1953,8,0,0,0,0,0,0,0,11,3513,773,2078,1,0
5429,1,1,1953,8,0,0,0,0,0,0,0,1,3513,773,2078,0,0
9908,2,1,0,0.75,0,0,0,0,0,0,0,9,370,15,4386,3,0
10665,1,1,1953,8,0,0,0,0,0,0,0,50,3513,774,2062,0,0
7346,2,1,1972,0.75,0,0,0,0,0,0,0,9,940,162,4916,203,0
10144,2,1,0,0.75,84,5,6,5,127,26,0,5,816,25,4989,111,0
3370,2,1,1972,6,83,0,0,0,0,0,0,2,558,8,4661,68,0
8231,1,1,0,8,88,0,0,0,0,0,0,24,835,53,5009,125,0
2204,1,1,1970,2,83,0,0,0,0,0,0,40,516,56,4254,68,0
9089,2,1,1970,0.75,0,0,0,0,0,0,0,13,540,95,4251,108,0
10972,2,1,2002,0.75,0,0,0,0,0,0,0,3,3231,182,2146,136,0
1777,1,1,1918,10,0,0,0,0,0,0,0,29,2351,82,3362,41,0
9941,2,1,1972,6,83,0,0,0,0,0,0,8,557,0,4653,71,0
11772,1,1,2002,12,0,0,0,0,0,0,0,3,6307,292,670,0,0
5690,2,1,1972,0.75,0,0,0,0,0,0,0,8,937,160,4918,206,0
2002,1,1,1953,10,83,0,0,0,0,0,0,4,3517,771,2083,0,0
5080,2,1,0,0.75,84,0,0,0,0,0,0,23,816,26,4993,109,0
4167,1,1,2004,20,88,0,0,0,0,0,0,28,2984,57,2363,17,0
4159,1,1,2002,12,0,0,0,0,0,0,0,3,6308,290,669,0,0
11574,1,1,1952,6,0,0,0,0,0,0,0,3,367,23,4395,0,0
3739,1,1,2002,12,0,0,0,0,0,0,0,3,6310,291,672,0,0
684,1,1,1987,12,0,0,0,0,0,0,0,60,2758,79,2527,5,0
165,1,1,1953,10,83,0,0,0,0,0,0,2,3521,772,2087,0,0
3146,1,1,1987,10,0,0,0,0,0,0,0,8,3083,14,2257,23,0
3718,2,1,1904,6,0,0,0,0,0,0,0,7,3091,7,2256,31,0
6475,1,1,1970,2,83,0,0,0,0,0,0,46,673,125,4188,108,0
8937,2,1,1970,0.75,0,13,22,8,153,0,0,13,685,161,4188,154,0
170,2,0,1987,0.75,0,0,0,0,0,0,0,7,2766,88,2576,17,0
11573,1,1,1952,6,0,0,0,0,0,0,0,23,370,24,4392,3,0
593,1,1,0,24,88,0,0,0,0,0,0,122,760,57,4981,50,0
1647,1,1,0,10,0,0,0,0,0,0,0,3,3523,772,2088,2,0
1488,2,0,1987,0.75,0,0,0,0,0,0,0,36,2761,82,2583,20,0
3275,1,1,1987,10,0,0,0,0,0,0,0,22,2759,79,2565,0,0
5833,1,1,2002,12,0,0,0,0,0,0,0,76,6312,270,673,0,0
7146,1,1,0,24,88,0,0,0,0,0,0,80,634,106,4972,23,0
3696,2,1,2002,0.75,84,0,0,0,0,0,0,15,2985,57,2369,2,0
7876,2,1,2002,0.75,84,0,0,0,0,0,0,4,2985,68,2382,13,0
6550,1,1,1959,8,83,0,0,0,0,0,0,39,2792,243,1369,161,0
4013,1,1,0,10,0,0,0,0,0,0,0,16,3524,775,2085,0,0
11486,2,1,1970,0.75,0,21,135,6,153,0,0,4,551,95,4251,109,0
11216,2,1,1904,6,0,0,0,0,0,0,0,7,3091,0,2255,31,0
9676,1,1,1995,10,0,0,0,0,0,0,0,17,2724,130,1224,157,0
9771,2,0,1987,0.75,0,0,0,0,0,0,0,5,2767,88,2577,14,0
2105,2,1,2002,0.75,84,0,0,0,0,0,0,3,2986,67,2380,13,0
6941,2,1,2002,0.75,84,0,0,0,0,0,0,15,2986,55,2368,4,0
1794,2,1,2003,2,0,0,0,0,0,0,0,3,6415,90,760,300,0
340,2,1,1970,0.75,0,0,0,0,0,0,0,4,682,160,4190,154,0
7101,2,1,0,6,88,0,0,0,0,0,0,31,791,0,4976,86,0
2746,1,1,2002,6,0,0,0,0,0,0,0,32,6417,59,762,300,0
3147,1,1,1987,10,0,0,0,0,0,0,0,58,3026,16,2265,5,0
8230,1,1,0,8,88,0,0,0,0,0,0,16,820,42,5017,109,0
9209,2,1,0,0.75,84,0,0,0,0,0,0,4,835,53,5021,125,0
3001,1,1,1918,6,0,0,0,0,0,0,0,22,2394,28,3313,0,0
1778,1,1,1918,10,0,0,0,0,0,0,0,39,2375,54,3324,10,0
2806,2,1,1958,0.75,0,0,0,0,0,0,0,19,2375,82,3362,41,0
5896,1,1,0,10,0,0,0,0,0,0,0,31,3526,790,2078,0,0
3743,1,1,1975,12,83,0,0,0,0,0,0,9,6857,152,1379,266,0
4046,1,1,1919,6,0,0,0,0,0,0,0,71,3981,133,753,143,0
9210,2,1,0,0.75,84,0,0,0,0,0,0,33,836,56,4996,125,0
10596,1,1,1972,6,83,0,0,0,0,0,0,23,705,87,4950,0,0
4363,2,1,0,0,0,0,0,0,0,0,0,3,7442,59,1875,250,0
12033,1,1,1949,8,0,0,0,0,0,0,0,1,3516,823,2062,38,0
10028,2,1,1918,6,0,0,0,0,0,0,0,16,2408,0,3286,20,0
7782,2,1,0,0,0,0,0,0,0,0,0,47,7445,12,1876,250,0
2540,1,1,0,8,0,0,0,0,0,0,0,0,2997,59,2372,0,0
2541,1,1,0,8,0,0,0,0,0,0,0,2,2997,57,2369,0,0
4303,2,1,2003,2,0,0,0,0,0,0,0,10,6455,39,808,307,0
1545,1,1,1975,12,83,0,0,0,0,0,0,151,6763,6,1316,115,0
10647,1,1,1918,6,0,0,0,0,0,0,0,83,888,8,4238,0,0
7223,2,1,0,0.75,0,0,0,0,0,0,0,19,379,38,4392,26,0
11572,1,1,1952,6,0,0,0,0,0,0,0,62,389,38,4383,26,0
966,2,1,0,0.75,84,0,0,0,0,0,0,2,819,41,5015,109,0
11563,1,1,1920,6,0,0,0,0,0,0,1,81,3698,35,2116,13,0
2542,1,1,0,8,0,0,0,0,0,0,0,1,3000,56,2368,2,0
3695,2,1,2002,0.75,84,0,0,0,0,0,0,2,3000,57,2369,2,0
11063,2,1,0,1,84,0,0,0,0,0,0,5,3022,123,2628,254,0
6288,2,1,1958,0.75,0,0,0,0,0,0,0,23,2406,15,3298,8,0
2745,1,1,2002,6,0,0,0,0,0,0,0,22,6443,39,791,307,0
7312,2,1,2003,2,0,0,0,0,0,0,0,5,6443,58,791,315,0
8229,1,1,0,8,88,0,0,0,0,0,0,23,796,35,5009,86,0
2543,1,1,0,8,0,0,0,0,0,0,0,60,3001,22,2309,4,0
6940,2,1,2002,0.75,84,0,0,0,0,0,0,3,3001,55,2368,4,0
2841,1,1,1908,6,0,0,0,0,0,0,0,12,2317,5,3366,0,0
6765,2,1,1908,6,0,0,0,0,0,0,0,1,2317,5,3374,12,0
10138,2,1,1908,6,0,0,0,0,0,0,0,5,2315,0,3374,12,0
4700,1,1,1975,12,83,0,0,0,0,0,0,22,6749,6,1306,93,0
6585,2,1,1975,6,83,0,0,0,0,0,0,4,6763,3,1316,115,0
10241,1,1,1975,12,83,0,0,0,0,0,0,93,6686,23,1264,17,0
9675,1,1,1995,10,0,0,0,0,0,0,0,27,2739,104,1209,138,0
337,1,1,1987,10,0,0,0,0,0,0,0,231,2781,10,2336,0,0
7218,2,0,1987,0.75,0,0,0,0,0,0,0,6,2764,90,2588,37,0
2203,1,1,1970,2,83,0,0,0,0,0,0,2,515,54,4294,65,0
825,2,1,1971,0.75,0,0,0,0,0,0,0,7,2525,131,3143,169,0
6486,1,1,1967,10,83,0,0,0,0,0,0,326,3198,5,2225,0,0
7031,2,1,1975,6,83,0,0,0,0,0,0,3,6766,0,1319,115,0
1947,2,1,1970,0.75,0,0,0,0,0,0,0,12,515,52,4294,65,0
2202,1,1,1970,2,83,0,0,0,0,0,0,39,492,19,4296,26,0
943,1,1,0,12,83,0,0,0,0,0,0,17,6686,115,1264,0,0
7621,1,1,1975,12,83,0,0,0,0,0,0,2,6684,116,1263,17,0
766,1,1,1975,6,83,0,0,0,0,0,0,35,6660,118,1249,0,0
2744,1,1,2002,6,0,0,0,0,0,0,0,36,6461,17,811,290,0
4284,1,1,1918,6,0,0,0,0,0,0,0,10,2402,45,3321,0,0
4166,1,1,2004,20,88,0,0,0,0,0,0,42,3011,36,2321,20,0
7342,1,1,1967,10,83,0,0,0,0,0,0,1,3194,21,2479,0,0
1823,1,1,0,12,0,0,0,0,0,0,0,3,7487,11,1896,253,0
8967,2,1,0,6,0,0,0,0,0,0,0,9,7487,3,1896,256,0
4098,2,1,1918,6,0,0,0,0,0,0,0,25,2417,16,3288,8,0
5593,1,1,0,14,0,23,119,0,77,0,1,169,2417,131,3142,0,0
1604,1,1,1967,10,83,0,0,0,0,0,0,4,3194,18,2477,0,0
4337,1,1,1975,6,83,0,0,0,0,0,0,303,6475,8,1123,0,0
7413,2,1,1975,2,0,0,0,0,0,0,0,9,6660,149,1249,0,0
1671,1,1,1919,6,0,0,0,0,0,0,0,381,3165,9,2218,4,0
750,1,1,0,14,0,0,0,0,0,0,0,56,2379,80,3263,0,0
4528,2,1,1969,6,0,0,0,0,0,0,0,5,3484,0,2208,14,0
9316,2,1,0,6,88,0,0,0,0,0,0,4,796,31,5005,86,0
1824,1,1,0,12,0,0,0,0,0,0,0,2,7488,12,1898,251,0
11135,2,1,1969,6,0,0,0,0,0,0,0,7,3489,5,2202,14,0
7963,2,1,1971,0.75,0,0,0,0,0,0,0,6,2564,75,3104,225,0
9075,2,1,0,6,0,0,0,0,0,0,0,3,7495,0,1900,257,0
8375,2,1,1971,0.75,0,0,0,0,0,0,0,6,2564,76,3104,224,0
5113,2,1,1971,0.75,0,0,0,0,0,0,0,1,2530,131,3142,169,0
11870,1,1,1969,10,0,0,0,0,0,0,0,14,3488,12,2202,5,0
11303,2,1,1971,0.75,0,0,0,0,0,0,0,6,2566,73,3102,227,0
9253,1,1,1909,14,0,0,0,0,0,0,0,73,2333,20,3306,8,0
7615,1,1,1908,6,0,0,0,0,0,0,0,8,2327,13,3361,0,0
7097,2,1,0,0.75,0,0,0,0,0,0,0,14,372,52,4410,33,0
739,1,1,0,6,0,0,0,0,0,0,0,33,7489,5,1900,251,0
8742,1,1,0,12,0,0,0,0,0,0,0,13,7489,12,1900,238,0
5594,1,1,0,14,0,23,119,0,77,0,1,55,2531,76,3103,169,0
9924,1,1,1918,10,0,0,0,0,0,0,0,15,2407,46,3310,10,0
5061,2,1,1958,0.75,0,0,0,0,0,0,0,9,2414,37,3307,9,0
3280,2,1,1970,0.75,0,0,0,0,0,0,0,4,525,52,4294,66,0
4628,1,1,0,8,88,0,0,0,0,0,0,86,712,35,4978,0,0
9879,1,1,1919,8,0,0,0,0,0,0,0,3,3163,32,2509,31,0
7560,1,1,1909,14,0,103,1009,78,153,0,0,107,2808,48,2814,0,0
4834,2,1,1967,0.75,0,0,0,0,0,0,0,6,3473,9,2221,13,0
4974,1,1,0,8,88,0,0,0,0,0,0,6,709,92,4972,2,0
5259,2,1,1971,0.75,0,0,0,0,0,0,0,2,2568,76,3103,224,0
5014,2,1,1971,0.75,0,0,0,0,0,0,0,2,2569,75,3102,225,0
7007,2,1,1971,0.75,0,0,0,0,0,0,0,1,2570,73,3101,227,0
8049,2,1,1972,8,0,0,0,0,0,0,0,12,687,130,4657,79,0
3838,1,1,1972,20,83,0,0,0,0,0,0,157,688,72,4668,37,0
1506,1,1,2002,6,0,0,0,0,0,0,0,92,6490,17,844,263,0
8494,2,1,2003,6,0,0,0,0,0,0,0,15,6490,2,844,276,0
5990,1,1,1919,6,0,0,0,0,0,0,0,28,3147,17,2511,33,0
5595,1,1,0,14,0,23,119,0,77,0,1,1,2569,75,3102,224,0
5596,1,1,0,14,0,23,119,0,77,0,1,1,2570,73,3101,225,0
9665,1,1,1995,10,0,0,0,0,0,0,0,80,2753,84,990,218,0
5597,1,1,0,14,0,23,119,0,77,0,1,74,2571,3,3050,224,0
1526,2,1,0,0.75,84,0,0,0,0,0,0,4,841,82,4993,130,0
9925,1,1,1918,10,0,0,0,0,0,0,0,4,2418,44,3306,10,0
1016,1,1,0,12,83,0,0,0,0,0,0,195,6699,115,1280,0,0
9717,1,1,0,16,0,0,0,0,0,0,0,934,3565,539,1219,45,0
9926,1,1,1918,10,0,0,0,0,0,0,0,14,2421,41,3291,7,0
10997,2,1,1958,0.75,0,0,0,0,0,0,0,22,2421,44,3306,10,0
11954,1,1,1953,36,83,0,0,0,0,0,0,179,3573,757,1890,54,0
9833,1,1,0,6,88,0,0,0,0,0,0,2,710,94,4977,2,0
10041,1,1,0,8,88,0,0,0,0,0,0,2,710,92,4977,0,0
2432,1,1,1909,6,0,0,0,0,0,0,0,36,2748,12,2924,43,0
6485,1,1,1967,10,83,0,0,0,0,0,0,13,3473,14,2216,0,0
6713,2,1,0,0.75,0,0,0,0,0,0,0,5,7494,19,1911,238,0
8743,1,1,0,12,0,0,0,0,0,0,0,237,7494,21,1911,29,0
9043,1,1,1967,10,83,0,0,0,0,0,0,5,3484,16,2212,0,0
295,2,1,0,6,0,0,0,0,0,0,0,19,7519,12,1917,238,0
1384,1,1,0,6,0,0,0,0,0,0,0,488,7519,23,1917,257,0
326,1,1,1969,10,0,0,0,0,0,0,0,9,3483,18,2212,5,0
3447,1,1,1920,6,0,0,0,0,0,0,0,11,3732,35,2108,3,0
5912,2,1,1920,6,0,0,0,0,0,0,0,23,3711,12,2116,13,0
7147,1,1,0,24,88,0,0,0,0,0,0,49,712,70,4998,23,0
6474,1,1,1970,2,83,0,0,0,0,0,0,39,655,93,4234,68,0
11717,2,1,1970,0.75,0,0,0,0,0,0,0,13,662,118,4234,108,0
8171,2,1,0,0.75,0,330,689,0,77,0,0,3,7498,18,1914,238,0
1571,2,1,1909,6,0,0,0,0,0,0,0,2,2622,0,3051,225,0
11702,2,1,1972,8,0,0,0,0,0,0,0,39,685,129,4618,89,0
9875,2,1,1904,6,0,0,0,0,0,0,0,9,3039,0,2295,15,0
9674,1,1,1995,10,0,0,0,0,0,0,0,22,2762,82,1194,128,0
3253,2,1,1909,6,0,0,0,0,0,0,0,1,2623,2,3050,224,0
5185,1,1,1918,10,0,0,0,0,0,0,0,118,2432,41,3174,11,0
820,1,1,1920,6,0,0,0,0,0,0,0,3,3736,36,2105,0,0
35,2,1,1970,0.75,0,0,0,0,0,0,0,4,659,117,4236,108,0
2201,1,1,1970,2,83,0,0,0,0,0,0,40,470,15,4335,0,0
6394,2,1,1970,0.75,0,0,0,0,0,0,0,16,492,13,4333,26,0
8787,1,1,0,14,0,0,0,0,0,0,0,62,2624,3,3007,162,0
2327,1,1,1920,6,0,0,0,0,0,0,1,79,3737,37,2041,0,0
5010,2,1,2004,8,88,0,0,0,0,0,0,4,3161,111,2205,68,0
11854,2,1,2004,8,88,0,0,0,0,0,0,2,3161,111,2206,67,0
2033,2,1,2003,6,0,0,0,0,0,0,0,2,6498,0,850,275,0
3386,2,1,2004,8,88,0,0,0,0,0,0,19,3161,111,2206,67,0
3523,2,1,2004,8,88,0,0,0,0,0,0,12,3150,100,2206,56,0
683,1,1,1987,12,0,0,0,0,0,0,0,3,2818,139,2523,38,0
6964,2,1,0,0.75,84,0,0,0,0,0,0,44,2818,139,2527,38,0
757,1,1,1987,12,0,0,0,0,0,0,0,4,3032,22,2311,0,0
4055,2,1,0,6,0,0,0,0,0,0,0,11,7831,0,1969,496,0
2319,1,1,1920,6,0,0,0,0,0,0,0,406,3483,25,1940,10,0
12031,1,1,1969,10,0,0,0,0,0,0,0,34,3465,25,2218,0,0
7846,2,1,1971,0.75,0,0,0,0,0,0,0,6,2664,63,3009,162,0
682,1,1,1987,12,0,0,0,0,0,0,0,29,2822,116,2495,41,0
5874,2,1,0,0.75,84,0,0,0,0,0,0,44,2822,143,2523,41,0
10312,2,1,2004,8,88,0,0,0,0,0,0,2,3165,115,2208,69,0
7053,2,1,1971,0.75,0,0,0,0,0,0,0,7,2666,65,3007,159,0
1186,1,1,0,8,0,0,0,0,0,0,0,36,3124,74,2209,28,0
7248,1,1,2004,20,88,0,0,0,0,0,0,82,3084,45,2208,13,0
8468,1,1,1987,10,0,0,0,0,0,0,0,4,3032,21,2313,0,0
10786,1,1,1987,12,0,0,0,0,0,0,0,67,2965,4,2315,4,0
9092,1,1,1987,10,0,0,0,0,0,0,0,14,3031,17,2312,0,0
8050,2,1,1904,6,0,0,0,0,0,0,0,8,3031,9,2304,14,0
